# board=.../KarasolBaxCont/KarasolboxCont.bot.etch.tap
# tool size=0.100000
# pass=1
-4.06774, 1.65376,-4.21916, 1.50234
-4.21916, 1.50234,-4.39239, 1.37648
-4.39239, 1.37648,-4.58318, 1.27927
-4.58318, 1.27927,-4.78684, 1.21310
-4.78684, 1.21310,-4.99833, 1.17960
-4.99833, 1.17960,-5.21247, 1.17960
-5.21247, 1.17960,-5.42396, 1.21310
-5.42396, 1.21310,-5.62761, 1.27927
-5.62761, 1.27927,-5.81840, 1.37648
-5.81840, 1.37648,-5.99164, 1.50234
-5.99164, 1.50234,-6.14305, 1.65376
-6.14305, 1.65376,-6.26892, 1.82699
-6.26892, 1.82699,-6.36613, 2.01778
-6.36613, 2.01778,-6.43230, 2.22144
-6.43230, 2.22144,-6.46580, 2.43293
-6.46580, 2.43293,-6.46580, 2.64707
-6.46580, 2.64707,-6.43230, 2.85856
-6.43230, 2.85856,-6.36613, 3.06221
-6.36613, 3.06221,-6.26892, 3.25300
-6.26892, 3.25300,-6.14305, 3.42624
-6.14305, 3.42624,-5.99164, 3.57765
-5.99164, 3.57765,-5.81840, 3.70352
-5.81840, 3.70352,-5.62761, 3.80073
-5.62761, 3.80073,-5.42396, 3.86690
-5.42396, 3.86690,-5.21247, 3.90040
-5.21247, 3.90040,-4.99833, 3.90040
-4.99833, 3.90040,-4.78684, 3.86690
-4.78684, 3.86690,-4.58318, 3.80073
-4.58318, 3.80073,-4.39239, 3.70352
-4.39239, 3.70352,-4.21916, 3.57765
-4.21916, 3.57765,-4.06774, 3.42624
-4.06774, 3.42624,-3.94188, 3.25300
-3.94188, 3.25300,-3.84467, 3.06221
-3.84467, 3.06221,-3.77850, 2.85856
-3.77850, 2.85856,-3.74500, 2.64707
-3.74500, 2.64707,-3.74500, 2.43293
-3.74500, 2.43293,-3.77850, 2.22144
-3.77850, 2.22144,-3.84467, 2.01778
-3.84467, 2.01778,-3.94188, 1.82699
-3.94188, 1.82699,-4.06774, 1.65376
-9.07154, 1.65376,-9.22296, 1.50234
-9.22296, 1.50234,-9.39619, 1.37648
-9.39619, 1.37648,-9.58698, 1.27927
-9.58698, 1.27927,-9.79064, 1.21310
-9.79064, 1.21310,-10.00213, 1.17960
-10.00213, 1.17960,-10.21627, 1.17960
-10.21627, 1.17960,-10.42776, 1.21310
-10.42776, 1.21310,-10.63141, 1.27927
-10.63141, 1.27927,-10.82220, 1.37648
-10.82220, 1.37648,-10.99544, 1.50234
-10.99544, 1.50234,-11.14685, 1.65376
-11.14685, 1.65376,-11.27272, 1.82699
-11.27272, 1.82699,-11.36993, 2.01778
-11.36993, 2.01778,-11.43610, 2.22144
-11.43610, 2.22144,-11.46960, 2.43293
-11.46960, 2.43293,-11.46960, 2.64707
-11.46960, 2.64707,-11.43610, 2.85856
-11.43610, 2.85856,-11.36993, 3.06221
-11.36993, 3.06221,-11.27272, 3.25300
-11.27272, 3.25300,-11.14685, 3.42624
-11.14685, 3.42624,-10.99544, 3.57765
-10.99544, 3.57765,-10.90000, 3.64700
-10.90000, 3.64700,-10.90000, 4.99289
-10.90000, 4.99289,-11.52210, 5.61500
-11.52210, 5.61500,-20.97489, 5.61500
-20.97489, 5.61500,-21.01164, 5.63023
-21.01164, 5.63023,-21.03977, 5.65835
-21.03977, 5.65835,-21.05500, 5.69511
-21.05500, 5.69511,-21.05500,14.62489
-21.05500,14.62489,-21.03977,14.66164
-21.03977,14.66164,-21.01164,14.68977
-21.01164,14.68977,-20.97489,14.70500
-20.97489,14.70500,-9.50511,14.70500
-9.50511,14.70500,-9.46835,14.68977
-9.46835,14.68977,-9.44022,14.66164
-9.44022,14.66164,-9.42500,14.62489
-9.42500,14.62489,-9.42500, 5.69511
-9.42500, 5.69511,-9.44022, 5.65835
-9.44022, 5.65835,-9.46835, 5.63023
-9.46835, 5.63023,-9.50511, 5.61500
-9.50511, 5.61500,-10.10790, 5.61500
-10.10790, 5.61500,-9.99990, 5.50701
-9.99990, 5.50701,-9.93407, 5.39299
-9.93407, 5.39299,-9.90000, 5.26583
-9.90000, 5.26583,-9.90000, 3.88422
-9.90000, 3.88422,-9.79064, 3.86690
-9.79064, 3.86690,-9.58698, 3.80073
-9.58698, 3.80073,-9.39619, 3.70352
-9.39619, 3.70352,-9.22296, 3.57765
-9.22296, 3.57765,-9.07154, 3.42624
-9.07154, 3.42624,-8.94568, 3.25300
-8.94568, 3.25300,-8.84847, 3.06221
-8.84847, 3.06221,-8.78230, 2.85856
-8.78230, 2.85856,-8.74880, 2.64707
-8.74880, 2.64707,-8.74880, 2.43293
-8.74880, 2.43293,-8.78230, 2.22144
-8.78230, 2.22144,-8.84847, 2.01778
-8.84847, 2.01778,-8.94568, 1.82699
-8.94568, 1.82699,-9.07154, 1.65376
-15.49774, 1.65376,-15.64916, 1.50234
-15.64916, 1.50234,-15.82239, 1.37648
-15.82239, 1.37648,-16.01318, 1.27927
-16.01318, 1.27927,-16.21684, 1.21310
-16.21684, 1.21310,-16.42833, 1.17960
-16.42833, 1.17960,-16.64247, 1.17960
-16.64247, 1.17960,-16.85396, 1.21310
-16.85396, 1.21310,-17.05761, 1.27927
-17.05761, 1.27927,-17.24840, 1.37648
-17.24840, 1.37648,-17.42164, 1.50234
-17.42164, 1.50234,-17.57305, 1.65376
-17.57305, 1.65376,-17.69892, 1.82699
-17.69892, 1.82699,-17.79613, 2.01778
-17.79613, 2.01778,-17.86230, 2.22144
-17.86230, 2.22144,-17.89580, 2.43293
-17.89580, 2.43293,-17.89580, 2.64707
-17.89580, 2.64707,-17.86230, 2.85856
-17.86230, 2.85856,-17.79613, 3.06221
-17.79613, 3.06221,-17.69892, 3.25300
-17.69892, 3.25300,-17.57305, 3.42624
-17.57305, 3.42624,-17.42164, 3.57765
-17.42164, 3.57765,-17.24840, 3.70352
-17.24840, 3.70352,-17.05761, 3.80073
-17.05761, 3.80073,-16.85396, 3.86690
-16.85396, 3.86690,-16.64247, 3.90040
-16.64247, 3.90040,-16.42833, 3.90040
-16.42833, 3.90040,-16.21684, 3.86690
-16.21684, 3.86690,-16.01318, 3.80073
-16.01318, 3.80073,-15.82239, 3.70352
-15.82239, 3.70352,-15.64916, 3.57765
-15.64916, 3.57765,-15.49774, 3.42624
-15.49774, 3.42624,-15.37188, 3.25300
-15.37188, 3.25300,-15.27467, 3.06221
-15.27467, 3.06221,-15.20850, 2.85856
-15.20850, 2.85856,-15.17500, 2.64707
-15.17500, 2.64707,-15.17500, 2.43293
-15.17500, 2.43293,-15.20850, 2.22144
-15.20850, 2.22144,-15.27467, 2.01778
-15.27467, 2.01778,-15.37188, 1.82699
-15.37188, 1.82699,-15.49774, 1.65376
-20.50154, 1.65376,-20.65296, 1.50234
-20.65296, 1.50234,-20.82619, 1.37648
-20.82619, 1.37648,-21.01698, 1.27927
-21.01698, 1.27927,-21.22064, 1.21310
-21.22064, 1.21310,-21.43213, 1.17960
-21.43213, 1.17960,-21.64627, 1.17960
-21.64627, 1.17960,-21.85776, 1.21310
-21.85776, 1.21310,-22.06141, 1.27927
-22.06141, 1.27927,-22.25220, 1.37648
-22.25220, 1.37648,-22.42544, 1.50234
-22.42544, 1.50234,-22.57685, 1.65376
-22.57685, 1.65376,-22.70272, 1.82699
-22.70272, 1.82699,-22.79993, 2.01778
-22.79993, 2.01778,-22.86610, 2.22144
-22.86610, 2.22144,-22.89960, 2.43293
-22.89960, 2.43293,-22.89960, 2.64707
-22.89960, 2.64707,-22.86610, 2.85856
-22.86610, 2.85856,-22.79993, 3.06221
-22.79993, 3.06221,-22.70272, 3.25300
-22.70272, 3.25300,-22.57685, 3.42624
-22.57685, 3.42624,-22.42544, 3.57765
-22.42544, 3.57765,-22.25220, 3.70352
-22.25220, 3.70352,-22.06141, 3.80073
-22.06141, 3.80073,-21.85776, 3.86690
-21.85776, 3.86690,-21.64627, 3.90040
-21.64627, 3.90040,-21.43213, 3.90040
-21.43213, 3.90040,-21.22064, 3.86690
-21.22064, 3.86690,-21.01698, 3.80073
-21.01698, 3.80073,-20.82619, 3.70352
-20.82619, 3.70352,-20.65296, 3.57765
-20.65296, 3.57765,-20.50154, 3.42624
-20.50154, 3.42624,-20.37568, 3.25300
-20.37568, 3.25300,-20.27847, 3.06221
-20.27847, 3.06221,-20.21230, 2.85856
-20.21230, 2.85856,-20.17880, 2.64707
-20.17880, 2.64707,-20.17880, 2.43293
-20.17880, 2.43293,-20.21230, 2.22144
-20.21230, 2.22144,-20.27847, 2.01778
-20.27847, 2.01778,-20.37568, 1.82699
-20.37568, 1.82699,-20.50154, 1.65376
-21.29299,16.39990,-21.40701,16.33408
-21.40701,16.33408,-21.53417,16.30000
-21.53417,16.30000,-24.06583,16.30000
-24.06583,16.30000,-24.19299,16.33408
-24.19299,16.33408,-24.30701,16.39990
-24.30701,16.39990,-24.40010,16.49299
-24.40010,16.49299,-26.20711,18.30000
-26.20711,18.30000,-39.72163,18.30000
-39.72163,18.30000,-39.85304,18.16859
-39.85304,18.16859,-40.00687,18.05682
-40.00687,18.05682,-40.17629,17.97050
-40.17629,17.97050,-40.35713,17.91174
-40.35713,17.91174,-40.54492,17.88200
-40.54492,17.88200,-40.73507,17.88200
-40.73507,17.88200,-40.92287,17.91174
-40.92287,17.91174,-41.10371,17.97050
-41.10371,17.97050,-41.27313,18.05682
-41.27313,18.05682,-41.42696,18.16859
-41.42696,18.16859,-41.56141,18.30304
-41.56141,18.30304,-41.67317,18.45687
-41.67317,18.45687,-41.75949,18.62629
-41.75949,18.62629,-41.81825,18.80712
-41.81825,18.80712,-41.84800,18.99493
-41.84800,18.99493,-41.84800,19.18507
-41.84800,19.18507,-41.81825,19.37287
-41.81825,19.37287,-41.75949,19.55371
-41.75949,19.55371,-41.67317,19.72313
-41.67317,19.72313,-41.56141,19.87696
-41.56141,19.87696,-41.42696,20.01141
-41.42696,20.01141,-41.27313,20.12317
-41.27313,20.12317,-41.10371,20.20949
-41.10371,20.20949,-40.92287,20.26825
-40.92287,20.26825,-40.73507,20.29800
-40.73507,20.29800,-40.54492,20.29800
-40.54492,20.29800,-40.35713,20.26825
-40.35713,20.26825,-40.17629,20.20949
-40.17629,20.20949,-40.00687,20.12317
-40.00687,20.12317,-39.85304,20.01141
-39.85304,20.01141,-39.71859,19.87696
-39.71859,19.87696,-39.60683,19.72313
-39.60683,19.72313,-39.52050,19.55371
-39.52050,19.55371,-39.46174,19.37287
-39.46174,19.37287,-39.45020,19.30000
-39.45020,19.30000,-25.93417,19.30000
-25.93417,19.30000,-25.80701,19.26592
-25.80701,19.26592,-25.69299,19.20010
-25.69299,19.20010,-23.79289,17.30000
-23.79289,17.30000,-21.80711,17.30000
-21.80711,17.30000,-18.92140,20.18571
-18.92140,20.18571,-18.92140,23.51489
-18.92140,23.51489,-18.90617,23.55164
-18.90617,23.55164,-18.87804,23.57977
-18.87804,23.57977,-18.84129,23.59500
-18.84129,23.59500,-16.90000,23.59500
-16.90000,23.59500,-16.90000,26.39528
-16.90000,26.39528,-16.90115,26.45638
-16.90115,26.45638,-16.90000,26.46103
-16.90000,26.46103,-16.90000,26.46583
-16.90000,26.46583,-16.88420,26.52479
-16.88420,26.52479,-16.86948,26.58417
-16.86948,26.58417,-16.86716,26.58837
-16.86716,26.58837,-16.86592,26.59299
-16.86592,26.59299,-16.83541,26.64583
-16.83541,26.64583,-16.80582,26.69940
-16.80582,26.69940,-16.80249,26.70286
-16.80249,26.70286,-16.80010,26.70701
-16.80010,26.70701,-16.75690,26.75020
-16.75690,26.75020,-16.64000,26.87160
-16.64000,26.87160,-16.64000,27.28989
-16.64000,27.28989,-16.62477,27.32664
-16.62477,27.32664,-16.59664,27.35477
-16.59664,27.35477,-16.55989,27.37000
-16.55989,27.37000,-16.50000,27.37000
-16.50000,27.37000,-16.50000,31.66583
-16.50000,31.66583,-16.46592,31.79299
-16.46592,31.79299,-16.40010,31.90701
-16.40010,31.90701,-16.30701,32.00010
-16.30701,32.00010,-9.30710,39.00000
-9.30710,39.00000,-10.40010,40.09299
-10.40010,40.09299,-10.46592,40.20701
-10.46592,40.20701,-10.50000,40.33417
-10.50000,40.33417,-10.50000,42.19289
-10.50000,42.19289,-24.20711,55.90000
-24.20711,55.90000,-25.39289,55.90000
-25.39289,55.90000,-30.09299,51.19990
-30.09299,51.19990,-30.20701,51.13408
-30.20701,51.13408,-30.33417,51.10000
-30.33417,51.10000,-30.71242,51.10000
-30.71242,51.10000,-30.71559,51.09024
-30.71559,51.09024,-30.79419,50.93597
-30.79419,50.93597,-30.89597,50.79590
-30.89597,50.79590,-31.01840,50.67347
-31.01840,50.67347,-31.15847,50.57169
-31.15847,50.57169,-31.31274,50.49309
-31.31274,50.49309,-31.47741,50.43958
-31.47741,50.43958,-31.64843,50.41250
-31.64843,50.41250,-31.82157,50.41250
-31.82157,50.41250,-31.99258,50.43958
-31.99258,50.43958,-32.15725,50.49309
-32.15725,50.49309,-32.31153,50.57169
